"MES_ANO";"UF";"Municipio_N";"Diagnostico_N";"QUANTIDADE"
"2011-06-01";"RO";29;40;1
"2012-06-01";"RO";12;40;2
"2013-06-01";"RO";40;40;2
"2014-06-01";"RO";41;40;1
"2014-06-01";"RO";4;40;1
"2018-06-01";"RO";13;40;1
"2006-07-01";"RO";12;40;1
"2009-07-01";"RO";11;40;1
"2011-07-01";"RO";40;40;2
"2011-07-01";"RO";43;40;1
"2012-07-01";"RO";26;40;2
"2020-01-01";"RO";24;41;1
"2020-07-01";"RO";32;41;1
"2003-01-01";"RO";14;42;2
"2003-01-01";"RO";48;42;1
"2004-01-01";"RO";38;42;8
"2005-01-01";"RO";8;42;4
"2005-01-01";"RO";38;42;1
"2006-01-01";"RO";31;42;1
"2006-01-01";"RO";12;42;1
"2007-01-01";"RO";34;42;2
"2007-01-01";"RO";33;42;4
"2007-01-01";"RO";22;42;1
"2008-01-01";"RO";35;42;1
"2008-01-01";"RO";52;42;1
"2009-01-01";"RO";28;42;2
"2009-01-01";"RO";43;42;1
"2009-01-01";"RO";32;42;1
"2011-01-01";"RO";27;42;1
"2012-01-01";"RO";51;42;1
"2012-01-01";"RO";32;42;1
"2014-01-01";"RO";9;42;1
"2014-01-01";"RO";11;42;1
"2015-01-01";"RO";14;42;3
"2015-01-01";"RO";5;42;11
"2017-01-01";"RO";30;42;1
"2004-02-01";"RO";28;42;5
"2005-02-01";"RO";21;42;1
"2005-02-01";"RO";43;42;1
"2005-02-01";"RO";33;42;1
"2006-02-01";"RO";8;42;2
"2006-02-01";"RO";38;42;1
"2006-02-01";"RO";36;42;4
"2007-02-01";"RO";27;42;2
"2007-02-01";"RO";43;42;2
"2007-02-01";"RO";31;42;1
"2007-02-01";"RO";11;42;3
"2007-02-01";"RO";42;42;1
"2008-02-01";"RO";34;42;1
"2008-02-01";"RO";13;42;3
"2008-02-01";"RO";43;42;2
"2008-02-01";"RO";35;42;1
"2008-02-01";"RO";11;42;1
"2008-02-01";"RO";7;42;1
"2008-02-01";"RO";52;42;2
"2009-02-01";"RO";25;42;1
"2011-02-01";"RO";33;42;1
"2011-02-01";"RO";51;42;2
"2012-02-01";"RO";46;42;1
"2012-02-01";"RO";52;42;2
"2014-02-01";"RO";10;42;2
"2016-02-01";"RO";9;42;1
"2017-02-01";"RO";25;42;1
"2020-02-01";"RO";39;42;1
"2003-03-01";"RO";28;42;1
"2004-03-01";"RO";24;42;1
"2004-03-01";"RO";45;42;1
"2005-03-01";"RO";27;42;2
"2005-03-01";"RO";21;42;4
"2005-03-01";"RO";43;42;1
"2006-03-01";"RO";26;42;1
"2006-03-01";"RO";28;42;2
"2006-03-01";"RO";33;42;9
"2006-03-01";"RO";32;42;1
"2007-03-01";"RO";49;42;1
"2007-03-01";"RO";48;42;1
"2008-03-01";"RO";27;42;2
"2008-03-01";"RO";20;42;1
"2008-03-01";"RO";14;42;3
"2008-03-01";"RO";9;42;3
"2008-03-01";"RO";36;42;3
"2008-03-01";"RO";32;42;1
"2009-03-01";"RO";27;42;1
"2009-03-01";"RO";15;42;1
"2009-03-01";"RO";14;42;1
"2009-03-01";"RO";32;42;1
"2010-03-01";"RO";27;42;1
"2010-03-01";"RO";13;42;1
"2010-03-01";"RO";40;42;2
"2010-03-01";"RO";33;42;1
"2011-03-01";"RO";28;42;1
"2012-03-01";"RO";19;42;1
"2012-03-01";"RO";24;42;2
"2012-03-01";"RO";39;42;2
"2013-03-01";"RO";16;42;1
"2013-03-01";"RO";14;42;1
"2013-03-01";"RO";43;42;2
"2013-03-01";"RO";12;42;1
"2013-03-01";"RO";37;42;1
"2014-03-01";"RO";49;42;1
"2016-03-01";"RO";11;42;1
"2019-03-01";"RO";21;42;1
"2003-04-01";"RO";17;42;1
"2003-04-01";"RO";9;42;9
"2003-04-01";"RO";36;42;2
"2003-04-01";"RO";32;42;1
"2005-04-01";"RO";17;42;1
"2005-04-01";"RO";40;42;5
"2005-04-01";"RO";9;42;3
"2006-04-01";"RO";49;42;1
"2006-04-01";"RO";38;42;1
"2006-04-01";"RO";11;42;5
"2007-04-01";"RO";19;42;1
"2007-04-01";"RO";49;42;4
"2007-04-01";"RO";33;42;4
"2007-04-01";"RO";39;42;1
"2007-04-01";"RO";32;42;3
"2008-04-01";"RO";14;42;1
"2008-04-01";"RO";48;42;1
"2008-04-01";"RO";46;42;1
"2008-04-01";"RO";52;42;1
"2009-04-01";"RO";8;42;3
"2009-04-01";"RO";19;42;2
"2009-04-01";"RO";33;42;1
"2010-04-01";"RO";24;42;1
"2012-04-01";"RO";41;42;2
"2013-04-01";"RO";23;42;2
"2013-04-01";"RO";5;42;2
"2013-04-01";"RO";52;42;2
"2014-04-01";"RO";21;42;2
"2015-04-01";"RO";32;42;2
"2017-04-01";"RO";15;42;1
"2019-04-01";"RO";34;42;1
"2004-05-01";"RO";28;42;4
"2004-05-01";"RO";47;42;3
"2005-05-01";"RO";27;42;4
"2005-05-01";"RO";21;42;4
"2006-05-01";"RO";28;42;1
"2006-05-01";"RO";42;42;1
"2007-05-01";"RO";49;42;1
"2008-05-01";"RO";6;42;2
"2009-05-01";"RO";9;42;4
"2011-05-01";"RO";32;42;1
"2012-05-01";"RO";30;42;1
"2012-05-01";"RO";21;42;2
"2012-05-01";"RO";31;42;2
"2013-05-01";"RO";37;42;1
"2014-05-01";"RO";31;42;2
"2015-05-01";"RO";16;42;1
"2015-05-01";"RO";5;42;8
"2016-05-01";"RO";39;42;2
"2016-05-01";"RO";42;42;1
"2017-05-01";"RO";23;42;1
"2019-05-01";"RO";12;42;1
"2003-06-01";"RO";48;42;4
"2003-06-01";"RO";33;42;6
"2004-06-01";"RO";27;42;3
"2004-06-01";"RO";40;42;1
"2004-06-01";"RO";14;42;1
"2004-06-01";"RO";47;42;2
"2004-06-01";"RO";3;42;3
"2005-06-01";"RO";14;42;2
"2006-06-01";"RO";19;42;1
"2006-06-01";"RO";9;42;6
"2007-06-01";"RO";21;42;4
"2007-06-01";"RO";36;42;2
"2008-06-01";"RO";49;42;1
"2008-06-01";"RO";43;42;1
"2009-06-01";"RO";19;42;2
"2009-06-01";"RO";45;42;1
"2009-06-01";"RO";13;42;2
"2009-06-01";"RO";20;42;1
"2009-06-01";"RO";16;42;6
"2009-06-01";"RO";4;42;2
"2011-06-01";"RO";32;42;1
"2014-06-01";"RO";14;42;2
"2014-06-01";"RO";2;42;1
"2016-06-01";"RO";17;42;1
"2018-06-01";"RO";8;42;1
"2003-07-01";"RO";27;42;1
"2003-07-01";"RO";39;42;1
"2004-07-01";"RO";1;42;3
"2004-07-01";"RO";36;42;3
"2004-07-01";"RO";52;42;1
"2005-07-01";"RO";27;42;3
"2005-07-01";"RO";6;42;1
"2005-07-01";"RO";47;42;1
"2006-07-01";"RO";21;42;6
"2006-07-01";"RO";43;42;2
"2006-07-01";"RO";38;42;1
"2006-07-01";"RO";46;42;1
"2006-07-01";"RO";22;42;1
"2007-07-01";"RO";9;42;3
"2007-07-01";"RO";33;42;4
"2007-07-01";"RO";44;42;2
"2008-07-01";"RO";21;42;5
"2008-07-01";"RO";14;42;1
"2008-07-01";"RO";18;42;1
"2008-07-01";"RO";42;42;2
"2009-07-01";"RO";40;42;1
"2011-07-01";"RO";38;42;1
"2011-07-01";"RO";36;42;1
"2012-07-01";"RO";7;42;1
"2014-07-01";"RO";28;42;1
"2014-07-01";"RO";33;42;1
"2014-07-01";"RO";1;42;4
"2016-07-01";"RO";31;42;1
"2004-08-01";"RO";8;42;1
"2004-08-01";"RO";48;42;1
"2004-08-01";"RO";33;42;1
"2004-08-01";"RO";36;42;2
"2005-08-01";"RO";41;42;1
"2005-08-01";"RO";11;42;1
"2006-08-01";"RO";8;42;4
"2006-08-01";"RO";29;42;1
"2006-08-01";"RO";14;42;2
"2006-08-01";"RO";6;42;1
"2007-08-01";"RO";39;42;1
"2007-08-01";"RO";7;42;1
"2007-08-01";"RO";44;42;2
"2008-08-01";"RO";8;42;6
"2008-08-01";"RO";17;42;4
"2008-08-01";"RO";41;42;1
"2008-08-01";"RO";40;42;1
"2008-08-01";"RO";26;42;6
"2008-08-01";"RO";28;42;3
"2008-08-01";"RO";49;42;1
"2008-08-01";"RO";11;42;2
"2008-08-01";"RO";4;42;3
"2009-08-01";"RO";27;42;1
"2009-08-01";"RO";23;42;1
"2009-08-01";"RO";6;42;1
"2009-08-01";"RO";43;42;3
"2010-08-01";"RO";39;42;1
"2011-08-01";"RO";34;42;1
"2011-08-01";"RO";13;42;1
"2012-08-01";"RO";8;42;3
"2012-08-01";"RO";27;42;1
"2012-08-01";"RO";21;42;3
"2013-08-01";"RO";6;42;1
"2013-08-01";"RO";33;42;2
"2015-08-01";"RO";17;42;1
"2017-08-01";"RO";49;42;2
"2018-08-01";"RO";48;42;1
"2002-09-01";"RO";9;42;11
"2003-09-01";"RO";13;42;2
"2004-09-01";"RO";25;42;1
"2005-09-01";"RO";9;42;6
"2006-09-01";"RO";28;42;2
"2006-09-01";"RO";9;42;6
"2007-09-01";"RO";41;42;2
"2007-09-01";"RO";21;42;3
"2007-09-01";"RO";35;42;1
"2007-09-01";"RO";7;42;1
"2008-09-01";"RO";15;42;1
"2010-09-01";"RO";16;42;1
"2010-09-01";"RO";28;42;1
"2011-09-01";"RO";28;42;1
"2012-09-01";"RO";26;42;1
"2012-09-01";"RO";49;42;1
"2012-09-01";"RO";31;42;1
"2012-09-01";"RO";32;42;1
"2013-09-01";"RO";13;42;4
"2013-09-01";"RO";18;42;1
"2013-09-01";"RO";46;42;1
"2015-09-01";"RO";11;42;1
"2018-09-01";"RO";18;42;1
"2004-10-01";"RO";28;42;3
"2005-10-01";"RO";43;42;1
"2006-10-01";"RO";40;42;1
"2006-10-01";"RO";16;42;2
"2007-10-01";"RO";19;42;1
"2007-10-01";"RO";21;42;2
"2007-10-01";"RO";9;42;9
"2008-10-01";"RO";44;42;1
"2009-10-01";"RO";17;42;1
"2009-10-01";"RO";28;42;1
"2009-10-01";"RO";49;42;2
"2010-10-01";"RO";11;42;1
"2011-10-01";"RO";14;42;1
"2011-10-01";"RO";50;42;1
"2011-10-01";"RO";32;42;1
"2014-10-01";"RO";9;42;1
"2017-10-01";"RO";16;42;1
"2006-11-01";"RO";26;42;1
"2006-11-01";"RO";9;42;3
"2006-11-01";"RO";49;42;2
"2006-11-01";"RO";48;42;1
"2006-11-01";"RO";25;42;1
"2007-11-01";"RO";34;42;3
"2007-11-01";"RO";6;42;1
"2007-11-01";"RO";38;42;1
"2008-11-01";"RO";9;42;3
"2008-11-01";"RO";33;42;1
"2008-11-01";"RO";11;42;1
"2008-11-01";"RO";52;42;1
"2009-11-01";"RO";28;42;2
"2011-11-01";"RO";33;42;3
"2012-11-01";"RO";26;42;1
"2012-11-01";"RO";49;42;2
"2013-11-01";"RO";1;42;19
"2014-11-01";"RO";11;42;1
"2019-11-01";"RO";13;42;1
"2019-11-01";"RO";33;42;1
"2002-12-01";"RO";14;42;2
"2003-12-01";"RO";27;42;3
"2003-12-01";"RO";7;42;1
"2004-12-01";"RO";45;42;1
"2004-12-01";"RO";11;42;2
"2006-12-01";"RO";20;42;1
"2006-12-01";"RO";38;42;1
"2007-12-01";"RO";13;42;2
"2007-12-01";"RO";14;42;1
"2007-12-01";"RO";11;42;7
"2007-12-01";"RO";25;42;1
"2008-12-01";"RO";30;42;1
"2008-12-01";"RO";31;42;1
"2009-12-01";"RO";45;42;1
"2011-12-01";"RO";8;42;4
"2011-12-01";"RO";13;42;2
"2012-12-01";"RO";21;42;1
"2012-12-01";"RO";25;42;1
"2014-12-01";"RO";22;42;1
"2017-12-01";"RO";42;42;1
"2005-01-01";"RO";27;42;2
"2005-01-01";"RO";11;42;1
"2006-01-01";"RO";11;42;1
"2007-01-01";"RO";8;42;1
"2007-01-01";"RO";27;42;3
"2007-01-01";"RO";15;42;1
"2008-01-01";"RO";15;42;2
"2009-01-01";"RO";14;42;2
"2009-01-01";"RO";48;42;1
"2009-01-01";"RO";33;42;2
"2009-01-01";"RO";52;42;1
"2010-01-01";"RO";4;42;4
"2010-01-01";"RO";32;42;1
"2011-01-01";"RO";11;42;1
"2012-01-01";"RO";27;42;2
"2013-01-01";"RO";10;42;1
"2013-01-01";"RO";2;42;1
"2014-01-01";"RO";49;42;1
"2015-01-01";"RO";37;42;2
"2017-01-01";"RO";21;42;4
"2017-01-01";"RO";38;42;1
"2018-01-01";"RO";21;42;1
"2003-02-01";"RO";14;42;2
"2003-02-01";"RO";28;42;3
"2003-02-01";"RO";9;42;5
"2003-02-01";"RO";44;42;1
"2004-02-01";"RO";34;42;1
"2005-02-01";"RO";8;42;2
"2005-02-01";"RO";19;42;1
"2005-02-01";"RO";48;42;2
"2005-02-01";"RO";36;42;2
"2006-02-01";"RO";43;42;3
"2006-02-01";"RO";37;42;1
"2006-02-01";"RO";32;42;1
"2007-02-01";"RO";13;42;1
"2007-02-01";"RO";28;42;9
"2007-02-01";"RO";22;42;1
"2008-02-01";"RO";25;42;1
"2009-02-01";"RO";15;42;3
"2009-02-01";"RO";9;42;1
"2009-02-01";"RO";22;42;1
"2010-02-01";"RO";8;42;1
"2010-02-01";"RO";21;42;1
"2010-02-01";"RO";28;42;1
"2011-02-01";"RO";36;42;2
"2011-02-01";"RO";25;42;1
"2011-02-01";"RO";44;42;1
"2012-02-01";"RO";13;42;2
"2013-02-01";"RO";21;42;1
"2013-02-01";"RO";16;42;1
"2013-02-01";"RO";31;42;1
"2013-02-01";"RO";44;42;1
"2015-02-01";"RO";20;42;1
"2015-02-01";"RO";28;42;1
"2015-02-01";"RO";1;42;20
"2018-02-01";"RO";5;42;1
"2019-02-01";"RO";10;42;1
"2019-02-01";"RO";49;42;2
"2003-03-01";"RO";14;42;2
"2003-03-01";"RO";32;42;2
"2003-03-01";"RO";47;42;2
"2004-03-01";"RO";33;42;2
"2004-03-01";"RO";36;42;6
"2004-03-01";"RO";52;42;1
"2004-03-01";"RO";47;42;3
"2005-03-01";"RO";16;42;1
"2005-03-01";"RO";52;42;1
"2006-03-01";"RO";36;42;2
"2007-03-01";"RO";16;42;3
"2007-03-01";"RO";11;42;4
"2007-03-01";"RO";4;42;2
"2009-03-01";"RO";16;42;4
"2010-03-01";"RO";21;42;1
"2010-03-01";"RO";23;42;1
"2010-03-01";"RO";4;42;1
"2011-03-01";"RO";41;42;1
"2011-03-01";"RO";40;42;3
"2011-03-01";"RO";16;42;6
"2012-03-01";"RO";25;42;1
"2013-03-01";"RO";26;42;21
"2014-03-01";"RO";9;42;1
"2015-03-01";"RO";48;42;1
"2018-03-01";"RO";24;42;1
"2003-04-01";"RO";33;42;9
"2004-04-01";"RO";27;42;2
"2004-04-01";"RO";48;42;1
"2005-04-01";"RO";8;42;3
"2005-04-01";"RO";31;42;2
"2005-04-01";"RO";36;42;4
"2006-04-01";"RO";21;42;4
"2006-04-01";"RO";29;42;1
"2006-04-01";"RO";36;42;3
"2007-04-01";"RO";17;42;1
"2007-04-01";"RO";44;42;1
"2008-04-01";"RO";17;42;2
"2008-04-01";"RO";6;42;2
"2009-04-01";"RO";21;42;2
"2009-04-01";"RO";6;42;2
"2009-04-01";"RO";11;42;1
"2009-04-01";"RO";32;42;3
"2010-04-01";"RO";31;42;1
"2012-04-01";"RO";32;42;1
"2013-04-01";"RO";21;42;1
"2015-04-01";"RO";24;42;1
"2015-04-01";"RO";5;42;2
"2015-04-01";"RO";1;42;4
"2016-04-01";"RO";21;42;2
"2016-04-01";"RO";13;42;1
"2017-04-01";"RO";28;42;1
"2018-04-01";"RO";12;42;2
"2003-05-01";"RO";52;42;1
"2005-05-01";"RO";19;42;1
"2005-05-01";"RO";16;42;1
"2006-05-01";"RO";27;42;4
"2006-05-01";"RO";21;42;3
"2006-05-01";"RO";14;42;1
"2006-05-01";"RO";9;42;8
"2006-05-01";"RO";6;42;1
"2007-05-01";"RO";28;42;2
"2007-05-01";"RO";48;42;1
"2008-05-01";"RO";47;42;1
"2009-05-01";"RO";20;42;1
"2009-05-01";"RO";48;42;2
"2009-05-01";"RO";46;42;1
"2009-05-01";"RO";47;42;1
"2010-05-01";"RO";9;42;1
"2010-05-01";"RO";48;42;1
"2012-05-01";"RO";16;42;1
"2012-05-01";"RO";28;42;1
"2014-05-01";"RO";18;42;1
"2014-05-01";"RO";48;42;1
"2014-05-01";"RO";1;42;1
"2015-05-01";"RO";9;42;1
"2019-05-01";"RO";17;42;1
"2004-06-01";"RO";8;42;1
"2005-06-01";"RO";16;42;1
"2006-06-01";"RO";43;42;1
"2006-06-01";"RO";52;42;3
"2006-06-01";"RO";32;42;7
"2007-06-01";"RO";14;42;1
"2007-06-01";"RO";35;42;1
"2007-06-01";"RO";4;42;2
"2009-06-01";"RO";23;42;1
"2009-06-01";"RO";7;42;1
"2009-06-01";"RO";47;42;1
"2010-06-01";"RO";6;42;2
"2010-06-01";"RO";33;42;1
"2012-06-01";"RO";19;42;1
"2013-06-01";"RO";17;42;1
"2013-06-01";"RO";28;42;1
"2013-06-01";"RO";35;42;1
"2014-06-01";"RO";28;42;3
"2014-06-01";"RO";1;42;2
"2015-06-01";"RO";21;42;1
"2016-06-01";"RO";19;42;1
"2016-06-01";"RO";50;42;1
"2016-06-01";"RO";32;42;1
"2019-06-01";"RO";40;42;1
"2003-07-01";"RO";33;42;11
"2004-07-01";"RO";26;42;4
"2005-07-01";"RO";32;42;2
"2006-07-01";"RO";48;42;1
"2006-07-01";"RO";36;42;3
"2006-07-01";"RO";32;42;2
"2007-07-01";"RO";21;42;5
"2007-07-01";"RO";6;42;1
"2008-07-01";"RO";28;42;2
"2008-07-01";"RO";6;42;1
"2009-07-01";"RO";8;42;1
"2009-07-01";"RO";16;42;2
"2009-07-01";"RO";1;42;2
"2010-07-01";"RO";27;42;1
"2010-07-01";"RO";16;42;3
"2011-07-01";"RO";52;42;1
"2012-07-01";"RO";43;42;1
"2013-07-01";"RO";40;42;2
"2013-07-01";"RO";48;42;1
"2013-07-01";"RO";51;42;1
"2014-07-01";"RO";21;42;3
"2014-07-01";"RO";3;42;1
"2015-07-01";"RO";1;42;16
"2016-07-01";"RO";10;42;1
"2017-07-01";"RO";21;42;1
"2018-07-01";"RO";21;42;1
"2018-07-01";"RO";51;42;1
"2003-08-01";"RO";9;42;5
"2004-08-01";"RO";7;42;2
"2004-08-01";"RO";47;42;1
"2005-08-01";"RO";28;42;2
"2006-08-01";"RO";28;42;3
"2006-08-01";"RO";43;42;1
"2006-08-01";"RO";4;42;2
"2006-08-01";"RO";44;42;2
"2007-08-01";"RO";41;42;1
"2007-08-01";"RO";29;42;1
"2007-08-01";"RO";36;42;3
"2007-08-01";"RO";52;42;1
"2008-08-01";"RO";13;42;3
"2008-08-01";"RO";9;42;1
"2008-08-01";"RO";43;42;1
"2008-08-01";"RO";36;42;3
"2010-08-01";"RO";13;42;4
"2010-08-01";"RO";11;42;1
"2010-08-01";"RO";1;42;5
"2011-08-01";"RO";16;42;1
"2011-08-01";"RO";7;42;1
"2012-08-01";"RO";39;42;3
"2013-08-01";"RO";21;42;3
"2013-08-01";"RO";5;42;6
"2014-08-01";"RO";24;42;1
"2014-08-01";"RO";49;42;2
"2014-08-01";"RO";1;42;1
"2014-08-01";"RO";52;42;1
"2015-08-01";"RO";33;42;1
"2015-08-01";"RO";51;42;1
"2003-09-01";"RO";8;42;2
"2004-09-01";"RO";27;42;1
"2004-09-01";"RO";9;42;4
"2005-09-01";"RO";36;42;5
"2007-09-01";"RO";13;42;2
"2007-09-01";"RO";28;42;4
"2008-09-01";"RO";21;42;3
"2008-09-01";"RO";48;42;1
"2008-09-01";"RO";33;42;3
"2009-09-01";"RO";13;42;1
"2009-09-01";"RO";25;42;2
"2011-09-01";"RO";21;42;1
"2011-09-01";"RO";13;42;1
"2011-09-01";"RO";15;42;1
"2012-09-01";"RO";22;42;1
"2013-09-01";"RO";23;42;1
"2013-09-01";"RO";5;42;3
"2017-09-01";"RO";21;42;1
"2018-09-01";"RO";1;42;4
"2003-10-01";"RO";27;42;1
"2003-10-01";"RO";45;42;1
"2003-10-01";"RO";9;42;5
"2003-10-01";"RO";6;42;2
"2003-10-01";"RO";42;42;1
"2005-10-01";"RO";7;42;1
"2006-10-01";"RO";32;42;2
"2006-10-01";"RO";44;42;1
"2007-10-01";"RO";17;42;1
"2007-10-01";"RO";16;42;5
"2007-10-01";"RO";49;42;1
"2010-10-01";"RO";28;42;2
"2011-10-01";"RO";16;42;1
"2011-10-01";"RO";7;42;1
"2012-10-01";"RO";21;42;1
"2012-10-01";"RO";9;42;1
"2014-10-01";"RO";13;42;1
"2014-10-01";"RO";2;42;1
"2015-10-01";"RO";11;42;1
"2017-10-01";"RO";13;42;1
"2018-10-01";"RO";19;42;1
"2003-11-01";"RO";8;42;4
"2003-11-01";"RO";14;42;1
"2003-11-01";"RO";28;42;10
"2003-11-01";"RO";43;42;2
"2003-11-01";"RO";48;42;3
"2004-11-01";"RO";6;42;3
"2006-11-01";"RO";17;42;2
"2006-11-01";"RO";4;42;1
"2007-11-01";"RO";49;42;2
"2007-11-01";"RO";43;42;2
"2007-11-01";"RO";12;42;1
"2007-11-01";"RO";50;42;1
"2010-11-01";"RO";7;42;1
"2012-11-01";"RO";10;42;1
"2012-11-01";"RO";1;42;2
"2012-11-01";"RO";32;42;1
"2013-11-01";"RO";2;42;1
"2014-11-01";"RO";8;42;1
"2016-11-01";"RO";21;42;1
"2018-11-01";"RO";17;42;1
"2002-12-01";"RO";43;42;1
"2002-12-01";"RO";36;42;1
"2003-12-01";"RO";44;42;6
"2004-12-01";"RO";21;42;2
"2004-12-01";"RO";36;42;3
"2004-12-01";"RO";52;42;1
"2005-12-01";"RO";33;42;6
"2005-12-01";"RO";32;42;1
"2006-12-01";"RO";49;42;1
"2006-12-01";"RO";31;42;1
"2006-12-01";"RO";7;42;1
"2006-12-01";"RO";32;42;2
"2007-12-01";"RO";8;42;1
"2007-12-01";"RO";21;42;5
"2007-12-01";"RO";16;42;4
"2007-12-01";"RO";32;42;3
"2008-12-01";"RO";19;42;2
"2008-12-01";"RO";16;42;2
"2008-12-01";"RO";4;42;4
"2008-12-01";"RO";7;42;1
"2009-12-01";"RO";13;42;1
"2009-12-01";"RO";1;42;1
"2011-12-01";"RO";16;42;1
"2011-12-01";"RO";28;42;3
"2011-12-01";"RO";6;42;1
"2012-12-01";"RO";9;42;1
"2013-12-01";"RO";1;42;16
"2014-12-01";"RO";21;42;1
"2016-12-01";"RO";8;42;1
"2016-12-01";"RO";48;42;1
"2020-12-01";"RO";28;42;1
"2003-01-01";"RO";9;42;2
"2004-01-01";"RO";36;42;1
"2004-01-01";"RO";47;42;1
"2005-01-01";"RO";9;42;3
"2006-01-01";"RO";49;42;1
"2007-01-01";"RO";4;42;1
"2007-01-01";"RO";47;42;3
"2007-01-01";"RO";44;42;1
"2008-01-01";"RO";8;42;6
"2008-01-01";"RO";19;42;1
"2008-01-01";"RO";16;42;1
"2008-01-01";"RO";28;42;3
"2008-01-01";"RO";33;42;3
"2008-01-01";"RO";32;42;3
"2009-01-01";"RO";23;42;1
"2009-01-01";"RO";42;42;4
"2010-01-01";"RO";1;42;3
"2010-01-01";"RO";22;42;1
"2011-01-01";"RO";33;42;1
"2012-01-01";"RO";43;42;1
"2013-01-01";"RO";28;42;1
"2013-01-01";"RO";38;42;1
"2013-01-01";"RO";1;42;5
"2013-01-01";"RO";7;42;1
"2014-01-01";"RO";26;42;2
"2015-01-01";"RO";23;42;1
"2015-01-01";"RO";28;42;2
"2015-01-01";"RO";1;42;24
"2016-01-01";"RO";24;42;1
"2016-01-01";"RO";23;42;1
"2017-01-01";"RO";49;42;2
"2018-01-01";"RO";8;42;1
"2018-01-01";"RO";13;42;2
"2018-01-01";"RO";11;42;1
"2003-02-01";"RO";33;42;4
"2005-02-01";"RO";44;42;5
"2006-02-01";"RO";28;42;1
"2006-02-01";"RO";49;42;1
"2006-02-01";"RO";11;42;1
"2007-02-01";"RO";39;42;1
"2007-02-01";"RO";32;42;1
"2008-02-01";"RO";21;42;3
"2008-02-01";"RO";4;42;3
"2008-02-01";"RO";44;42;1
"2009-02-01";"RO";42;42;4
"2009-02-01";"RO";32;42;1
"2010-02-01";"RO";5;42;6
"2010-02-01";"RO";22;42;1
"2010-02-01";"RO";52;42;1
"2013-02-01";"RO";5;42;2
"2013-02-01";"RO";42;42;1
"2015-02-01";"RO";5;42;5
"2015-02-01";"RO";33;42;2
"2016-02-01";"RO";21;42;1
"2018-02-01";"RO";41;42;2
"2018-02-01";"RO";40;42;3
"2018-02-01";"RO";26;42;2
"2018-02-01";"RO";3;42;1
"2019-02-01";"RO";36;42;1
"2003-03-01";"RO";48;42;1
"2003-03-01";"RO";36;42;1
"2004-03-01";"RO";8;42;2
"2004-03-01";"RO";28;42;1
"2004-03-01";"RO";43;42;2
"2005-03-01";"RO";9;42;5
"2005-03-01";"RO";36;42;4
"2006-03-01";"RO";6;42;1
"2007-03-01";"RO";6;42;2
"2007-03-01";"RO";42;42;1
"2008-03-01";"RO";28;42;4
"2008-03-01";"RO";42;42;1
"2011-03-01";"RO";32;42;1
"2012-03-01";"RO";40;42;2
"2012-03-01";"RO";11;42;2
"2012-03-01";"RO";36;42;3
"2013-03-01";"RO";21;42;2
"2013-03-01";"RO";40;42;1
"2014-03-01";"RO";21;42;1
"2015-03-01";"RO";1;42;6
"2016-03-01";"RO";13;42;3
"2018-03-01";"RO";21;42;3
"2004-04-01";"RO";43;42;2
"2005-04-01";"RO";4;42;2
"2006-04-01";"RO";40;42;2
"2006-04-01";"RO";42;42;2
"2006-04-01";"RO";44;42;1
"2007-04-01";"RO";13;42;1
"2007-04-01";"RO";28;42;1
"2007-04-01";"RO";38;42;1
"2007-04-01";"RO";7;42;1
"2008-04-01";"RO";16;42;1
"2008-04-01";"RO";9;42;1
"2008-04-01";"RO";4;42;4
"2008-04-01";"RO";44;42;1
"2010-04-01";"RO";8;42;2
"2010-04-01";"RO";4;42;2
"2011-04-01";"RO";48;42;2
"2012-04-01";"RO";28;42;1
"2012-04-01";"RO";11;42;1
"2012-04-01";"RO";36;42;1
"2014-04-01";"RO";1;42;1
"2014-04-01";"RO";4;42;1
"2018-04-01";"RO";16;42;1
"2019-04-01";"RO";28;42;1
"2003-05-01";"RO";27;42;4
"2003-05-01";"RO";9;42;4
"2003-05-01";"RO";33;42;2
"2003-05-01";"RO";36;42;1
"2003-05-01";"RO";42;42;2
"2004-05-01";"RO";8;42;3
"2004-05-01";"RO";21;42;1
"2004-05-01";"RO";33;42;3
"2004-05-01";"RO";36;42;1
"2006-05-01";"RO";17;42;1
"2006-05-01";"RO";11;42;2
"2006-05-01";"RO";52;42;5
"2006-05-01";"RO";47;42;2
"2007-05-01";"RO";43;42;1
"2008-05-01";"RO";16;42;3
"2008-05-01";"RO";28;42;3
"2008-05-01";"RO";48;42;1
"2009-05-01";"RO";17;42;1
"2009-05-01";"RO";22;42;1
"2011-05-01";"RO";28;42;2
"2012-05-01";"RO";39;42;2
"2013-05-01";"RO";16;42;1
"2013-05-01";"RO";33;42;2
"2013-05-01";"RO";11;42;1
"2014-05-01";"RO";33;42;2
"2014-05-01";"RO";44;42;1
"2018-05-01";"RO";39;42;1
"2019-05-01";"RO";21;42;1
"2003-06-01";"RO";22;42;1
"2004-06-01";"RO";28;42;1
"2005-06-01";"RO";11;42;2
"2006-06-01";"RO";44;42;1
"2007-06-01";"RO";8;42;4
"2007-06-01";"RO";34;42;1
"2008-06-01";"RO";22;42;1
"2009-06-01";"RO";9;42;2
"2009-06-01";"RO";49;42;3
"2012-06-01";"RO";24;42;1
"2012-06-01";"RO";31;42;1
"2014-06-01";"RO";21;42;4
"2017-06-01";"RO";33;42;1
